date,magnet_strike,gex_score,orderflow_score,hybrid_score,confidence,actual_close_distance,was_pin,magnet_accuracy
2025-10-01,5195,1.0,1.0,1.0,HIGH,8.303586702425491,False,0
2025-10-01,5195,1.0,1.0,1.0,HIGH,8.303586702425491,False,0
2025-10-01,5200,1.0,1.0,1.0,HIGH,3.3035867024254912,True,1
2025-10-01,5200,1.0,1.0,1.0,HIGH,3.3035867024254912,True,1
2025-10-01,5200,1.0,1.0,1.0,HIGH,3.3035867024254912,True,1
2025-10-01,5205,1.0,1.0,1.0,HIGH,1.6964132975745088,True,1
2025-10-01,5205,1.0,1.0,1.0,HIGH,1.6964132975745088,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-02,5200,1.0,1.0,1.0,HIGH,4.272711726533089,True,1
2025-10-02,5205,1.0,1.0,1.0,HIGH,0.727288273466911,True,1
2025-10-03,5185,1.0,1.0,1.0,HIGH,5.768988769603311,False,0
2025-10-03,5185,1.0,1.0,1.0,HIGH,5.768988769603311,False,0
2025-10-03,5185,1.0,1.0,1.0,HIGH,5.768988769603311,False,0
2025-10-03,5190,1.0,1.0,1.0,HIGH,0.7689887696033111,True,1
2025-10-03,5185,1.0,1.0,1.0,HIGH,5.768988769603311,False,0
2025-10-03,5185,1.0,1.0,1.0,HIGH,5.768988769603311,False,0
2025-10-03,5190,1.0,1.0,1.0,HIGH,0.7689887696033111,True,1
2025-10-04,5205,1.0,1.0,1.0,HIGH,0.061464703164347156,True,1
2025-10-04,5205,1.0,1.0,1.0,HIGH,0.061464703164347156,True,1
2025-10-04,5210,1.0,1.0,1.0,HIGH,5.061464703164347,True,1
2025-10-04,5210,1.0,1.0,1.0,HIGH,5.061464703164347,True,1
2025-10-04,5210,1.0,1.0,1.0,HIGH,5.061464703164347,True,1
2025-10-04,5210,1.0,1.0,1.0,HIGH,5.061464703164347,True,1
2025-10-04,5205,1.0,1.0,1.0,HIGH,0.061464703164347156,True,1
2025-10-05,5220,1.0,1.0,1.0,HIGH,11.959913832285565,False,0
2025-10-05,5225,1.0,1.0,1.0,HIGH,6.959913832285565,False,0
2025-10-05,5225,1.0,1.0,1.0,HIGH,6.959913832285565,False,0
2025-10-05,5225,1.0,1.0,1.0,HIGH,6.959913832285565,False,0
2025-10-05,5230,1.0,1.0,1.0,HIGH,1.9599138322855651,True,1
2025-10-05,5230,1.0,1.0,1.0,HIGH,1.9599138322855651,True,1
2025-10-05,5230,1.0,1.0,1.0,HIGH,1.9599138322855651,True,1
2025-10-06,5235,1.0,1.0,1.0,HIGH,4.193750830360841,True,1
2025-10-06,5235,1.0,1.0,1.0,HIGH,4.193750830360841,True,1
2025-10-06,5235,1.0,1.0,1.0,HIGH,4.193750830360841,True,1
2025-10-06,5235,1.0,1.0,1.0,HIGH,4.193750830360841,True,1
2025-10-06,5230,1.0,1.0,1.0,HIGH,0.8062491696391589,True,1
2025-10-06,5230,1.0,1.0,1.0,HIGH,0.8062491696391589,True,1
2025-10-06,5230,1.0,1.0,1.0,HIGH,0.8062491696391589,True,1
2025-10-07,5235,1.0,1.0,1.0,HIGH,8.264345506404425,False,0
2025-10-07,5230,1.0,1.0,1.0,HIGH,13.264345506404425,False,0
2025-10-07,5235,1.0,1.0,1.0,HIGH,8.264345506404425,False,0
2025-10-07,5235,1.0,1.0,1.0,HIGH,8.264345506404425,False,0
2025-10-07,5240,1.0,1.0,1.0,HIGH,3.2643455064044247,True,1
2025-10-07,5240,1.0,1.0,1.0,HIGH,3.2643455064044247,True,1
2025-10-07,5245,1.0,1.0,1.0,HIGH,1.7356544935955753,True,1
2025-10-08,5245,1.0,1.0,1.0,HIGH,1.583602051096932,True,1
2025-10-08,5245,1.0,1.0,1.0,HIGH,1.583602051096932,True,1
2025-10-08,5240,1.0,1.0,1.0,HIGH,3.416397948903068,True,1
2025-10-08,5240,1.0,1.0,1.0,HIGH,3.416397948903068,True,1
2025-10-08,5240,1.0,1.0,1.0,HIGH,3.416397948903068,True,1
2025-10-08,5245,1.0,1.0,1.0,HIGH,1.583602051096932,True,1
2025-10-08,5245,1.0,1.0,1.0,HIGH,1.583602051096932,True,1
2025-10-09,5240,1.0,1.0,1.0,HIGH,4.294874573128254,True,1
2025-10-09,5240,1.0,1.0,1.0,HIGH,4.294874573128254,True,1
2025-10-09,5235,1.0,1.0,1.0,HIGH,0.7051254268717457,True,1
2025-10-09,5235,1.0,1.0,1.0,HIGH,0.7051254268717457,True,1
2025-10-09,5235,1.0,1.0,1.0,HIGH,0.7051254268717457,True,1
2025-10-09,5235,1.0,1.0,1.0,HIGH,0.7051254268717457,True,1
2025-10-09,5235,1.0,1.0,1.0,HIGH,0.7051254268717457,True,1
2025-10-10,5255,1.0,1.0,1.0,HIGH,9.795461728365808,False,0
2025-10-10,5255,1.0,1.0,1.0,HIGH,9.795461728365808,False,0
2025-10-10,5255,1.0,1.0,1.0,HIGH,9.795461728365808,False,0
2025-10-10,5255,1.0,1.0,1.0,HIGH,9.795461728365808,False,0
2025-10-10,5250,1.0,1.0,1.0,HIGH,4.795461728365808,True,1
2025-10-10,5250,1.0,1.0,1.0,HIGH,4.795461728365808,True,1
2025-10-10,5245,1.0,1.0,1.0,HIGH,0.20453827163419191,True,1
2025-10-11,5235,1.0,1.0,1.0,HIGH,7.5962722477333955,False,0
2025-10-11,5235,1.0,1.0,1.0,HIGH,7.5962722477333955,False,0
2025-10-11,5235,1.0,1.0,1.0,HIGH,7.5962722477333955,False,0
2025-10-11,5230,1.0,1.0,1.0,HIGH,2.5962722477333955,True,1
2025-10-11,5230,1.0,1.0,1.0,HIGH,2.5962722477333955,True,1
2025-10-11,5230,1.0,1.0,1.0,HIGH,2.5962722477333955,True,1
2025-10-11,5225,1.0,1.0,1.0,HIGH,2.4037277522666045,True,1
2025-10-12,5225,1.0,1.0,1.0,HIGH,9.78608560552675,False,0
2025-10-12,5225,1.0,1.0,1.0,HIGH,9.78608560552675,False,0
2025-10-12,5225,1.0,1.0,1.0,HIGH,9.78608560552675,False,0
2025-10-12,5230,1.0,1.0,1.0,HIGH,4.78608560552675,True,1
2025-10-12,5230,1.0,1.0,1.0,HIGH,4.78608560552675,True,1
2025-10-12,5235,1.0,1.0,1.0,HIGH,0.21391439447324956,True,1
2025-10-12,5235,1.0,1.0,1.0,HIGH,0.21391439447324956,True,1
2025-10-13,5245,1.0,1.0,1.0,HIGH,4.415739811155618,True,1
2025-10-13,5240,1.0,1.0,1.0,HIGH,0.5842601888443824,True,1
2025-10-13,5240,1.0,1.0,1.0,HIGH,0.5842601888443824,True,1
2025-10-13,5235,1.0,1.0,1.0,HIGH,5.584260188844382,False,0
2025-10-13,5240,1.0,1.0,1.0,HIGH,0.5842601888443824,True,1
2025-10-13,5240,1.0,1.0,1.0,HIGH,0.5842601888443824,True,1
2025-10-13,5240,1.0,1.0,1.0,HIGH,0.5842601888443824,True,1
2025-10-14,5230,1.0,1.0,1.0,HIGH,7.8841450988011275,False,0
2025-10-14,5230,1.0,1.0,1.0,HIGH,7.8841450988011275,False,0
2025-10-14,5230,1.0,1.0,1.0,HIGH,7.8841450988011275,False,0
2025-10-14,5225,1.0,1.0,1.0,HIGH,2.8841450988011275,True,1
2025-10-14,5225,1.0,1.0,1.0,HIGH,2.8841450988011275,True,1
2025-10-14,5225,1.0,1.0,1.0,HIGH,2.8841450988011275,True,1
2025-10-14,5220,1.0,1.0,1.0,HIGH,2.1158549011988725,True,1
2025-10-15,5230,1.0,1.0,1.0,HIGH,2.0184878498703256,True,1
2025-10-15,5230,1.0,1.0,1.0,HIGH,2.0184878498703256,True,1
2025-10-15,5230,1.0,1.0,1.0,HIGH,2.0184878498703256,True,1
2025-10-15,5235,1.0,1.0,1.0,HIGH,7.018487849870326,False,0
2025-10-15,5235,1.0,1.0,1.0,HIGH,7.018487849870326,False,0
2025-10-15,5230,1.0,1.0,1.0,HIGH,2.0184878498703256,True,1
2025-10-15,5230,1.0,1.0,1.0,HIGH,2.0184878498703256,True,1
2025-10-16,5230,1.0,1.0,1.0,HIGH,12.336959310833663,False,0
2025-10-16,5225,1.0,1.0,1.0,HIGH,7.336959310833663,False,0
2025-10-16,5225,1.0,1.0,1.0,HIGH,7.336959310833663,False,0
2025-10-16,5220,1.0,1.0,1.0,HIGH,2.336959310833663,True,1
2025-10-16,5220,1.0,1.0,1.0,HIGH,2.336959310833663,True,1
2025-10-16,5220,1.0,1.0,1.0,HIGH,2.336959310833663,True,1
2025-10-16,5220,1.0,1.0,1.0,HIGH,2.336959310833663,True,1
2025-10-17,5225,1.0,1.0,1.0,HIGH,3.1871377477045826,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-17,5220,1.0,1.0,1.0,HIGH,1.8128622522954174,True,1
2025-10-18,5230,1.0,1.0,1.0,HIGH,5.32690017911591,False,0
2025-10-18,5235,1.0,1.0,1.0,HIGH,0.32690017911590985,True,1
2025-10-18,5230,1.0,1.0,1.0,HIGH,5.32690017911591,False,0
2025-10-18,5230,1.0,1.0,1.0,HIGH,5.32690017911591,False,0
2025-10-18,5235,1.0,1.0,1.0,HIGH,0.32690017911590985,True,1
2025-10-18,5235,1.0,1.0,1.0,HIGH,0.32690017911590985,True,1
2025-10-18,5235,1.0,1.0,1.0,HIGH,0.32690017911590985,True,1
2025-10-19,5240,1.0,1.0,1.0,HIGH,10.365039135414008,False,0
2025-10-19,5245,1.0,1.0,1.0,HIGH,5.365039135414008,False,0
2025-10-19,5245,1.0,1.0,1.0,HIGH,5.365039135414008,False,0
2025-10-19,5245,1.0,1.0,1.0,HIGH,5.365039135414008,False,0
2025-10-19,5245,1.0,1.0,1.0,HIGH,5.365039135414008,False,0
2025-10-19,5250,1.0,1.0,1.0,HIGH,0.36503913541400834,True,1
2025-10-19,5250,1.0,1.0,1.0,HIGH,0.36503913541400834,True,1
2025-10-20,5245,1.0,1.0,1.0,HIGH,4.793826154262206,True,1
2025-10-20,5245,1.0,1.0,1.0,HIGH,4.793826154262206,True,1
2025-10-20,5245,1.0,1.0,1.0,HIGH,4.793826154262206,True,1
2025-10-20,5250,1.0,1.0,1.0,HIGH,0.20617384573779418,True,1
2025-10-20,5250,1.0,1.0,1.0,HIGH,0.20617384573779418,True,1
2025-10-20,5250,1.0,1.0,1.0,HIGH,0.20617384573779418,True,1
