timestamp,open,high,low,close,volume
2025-10-01 13:00:00+00:00,5196.792326389207,5198.446832918902,5195.586600274312,5196.792326389207,177644
2025-10-01 14:00:00+00:00,5196.792326389207,5198.017318322253,5195.838924200473,5196.9205262172145,177322
2025-10-01 15:00:00+00:00,5196.9205262172145,5200.15262484242,5195.587441209858,5198.402308808968,171517
2025-10-01 16:00:00+00:00,5198.402308808968,5200.274493864435,5197.9544463999255,5198.7075471961,136783
2025-10-01 17:00:00+00:00,5198.7075471961,5200.701494452232,5196.91689138512,5200.435034978746,166795
2025-10-01 18:00:00+00:00,5200.435034978746,5207.452332203821,5199.216327967854,5206.261233423755,194319
2025-10-01 19:00:00+00:00,5206.261233423755,5208.033854607574,5201.784407399308,5203.3035867024255,173209
2025-10-01 20:00:00+00:00,5203.3035867024255,5205.598695235932,5202.882349592612,5205.194532651717,239045
2025-10-01 21:00:00+00:00,5205.194532651717,5205.9740804549165,5200.8604089802475,5201.862261737081,107016
2025-10-01 22:00:00+00:00,5201.862261737081,5202.918063647215,5200.796497053998,5202.549750899987,176988
2025-10-01 23:00:00+00:00,5202.549750899987,5203.677804495271,5200.3309652865055,5201.524863481417,215968
2025-10-02 00:00:00+00:00,5201.524863481417,5204.377055812534,5200.230998198161,5204.172381394794,153123
2025-10-02 01:00:00+00:00,5204.172381394794,5205.7612996380185,5201.959043197212,5202.451821007624,88317
2025-10-02 02:00:00+00:00,5202.451821007624,5203.940574339673,5200.717710786742,5203.490807405661,90659
2025-10-02 03:00:00+00:00,5203.490807405661,5203.696284791097,5200.273320093453,5200.960519970562,173170
2025-10-02 04:00:00+00:00,5200.960519970562,5202.496054230614,5194.953564756562,5196.642241947969,99055
2025-10-02 05:00:00+00:00,5196.642241947969,5198.7323031235255,5195.710751823791,5197.511709847952,146555
2025-10-02 06:00:00+00:00,5197.511709847952,5202.018753787922,5196.278120211817,5200.978288487844,202423
2025-10-02 07:00:00+00:00,5200.978288487844,5202.254753396668,5199.759441538799,5202.018556800315,157136
2025-10-02 08:00:00+00:00,5202.018556800315,5203.710785099164,5198.964927061761,5200.014225212806,206502
2025-10-02 09:00:00+00:00,5200.014225212806,5201.921668619174,5199.594082220212,5200.5509162935905,183923
2025-10-02 10:00:00+00:00,5200.5509162935905,5202.292298043666,5199.232392913356,5202.085265694551,205704
2025-10-02 11:00:00+00:00,5202.085265694551,5204.947131322781,5200.647618641155,5204.467809748125,84291
2025-10-02 12:00:00+00:00,5204.467809748125,5205.995037897352,5201.890404569545,5202.15298813353,144113
2025-10-02 13:00:00+00:00,5202.15298813353,5204.1556721713105,5201.6015409124375,5203.545546924041,173830
2025-10-02 14:00:00+00:00,5203.545546924041,5204.595501848129,5203.298009866027,5204.248314295625,124680
2025-10-02 15:00:00+00:00,5204.248314295625,5205.422088912657,5202.694083858034,5204.183484129603,149297
2025-10-02 16:00:00+00:00,5204.183484129603,5205.701982825459,5202.800704857061,5204.209847287841,211932
2025-10-02 17:00:00+00:00,5204.209847287841,5204.621230594789,5202.027841923383,5202.85134734845,167255
2025-10-02 18:00:00+00:00,5202.85134734845,5203.383129929402,5200.706547636684,5201.610283293397,81488
2025-10-02 19:00:00+00:00,5201.610283293397,5204.498688303356,5199.890581550026,5204.272711726533,215383
2025-10-02 20:00:00+00:00,5204.272711726533,5206.275889622501,5203.00468284722,5204.790388752068,177051
2025-10-02 21:00:00+00:00,5204.790388752068,5205.349064344123,5202.468401897867,5203.827420917829,84493
2025-10-02 22:00:00+00:00,5203.827420917829,5204.977536420534,5197.374046177543,5198.843841681232,174913
2025-10-02 23:00:00+00:00,5198.843841681232,5200.555269867477,5196.030815297575,5197.090714133093,231230
2025-10-03 00:00:00+00:00,5197.090714133093,5198.3969306226245,5195.300552325803,5196.079695878118,191048
2025-10-03 01:00:00+00:00,5196.079695878118,5196.860868663537,5192.009708689907,5193.513437538218,228536
2025-10-03 02:00:00+00:00,5193.513437538218,5195.002912275879,5190.2570007811855,5190.8527806882585,214824
2025-10-03 03:00:00+00:00,5190.8527806882585,5193.86234164463,5190.468514091785,5192.5047658570165,205997
2025-10-03 04:00:00+00:00,5192.5047658570165,5194.283810742829,5190.448480206835,5192.010335827497,239846
2025-10-03 05:00:00+00:00,5192.010335827497,5192.910537654585,5188.251612985894,5188.610923595237,83087
2025-10-03 06:00:00+00:00,5188.610923595237,5190.0723791700375,5185.690813441846,5185.940617863028,184041
2025-10-03 07:00:00+00:00,5185.940617863028,5187.407182685647,5183.98661394018,5185.341340083881,143612
2025-10-03 08:00:00+00:00,5185.341340083881,5189.0210129497655,5184.749035625774,5187.570953880904,226687
2025-10-03 09:00:00+00:00,5187.570953880904,5188.487867736583,5183.562625682235,5184.558136187756,156556
2025-10-03 10:00:00+00:00,5184.558136187756,5188.554429036236,5184.188193408842,5187.73836033872,214269
2025-10-03 11:00:00+00:00,5187.73836033872,5188.946240872559,5185.831611097666,5186.763709985342,158572
2025-10-03 12:00:00+00:00,5186.763709985342,5186.973301820121,5181.657203246988,5183.341505611163,174252
2025-10-03 13:00:00+00:00,5183.341505611163,5185.907188342308,5181.547709820686,5184.367686040262,159992
2025-10-03 14:00:00+00:00,5184.367686040262,5188.17035603799,5182.813139806474,5187.24186987664,168068
2025-10-03 15:00:00+00:00,5187.24186987664,5188.290637943729,5185.894857286764,5186.798261658227,122400
2025-10-03 16:00:00+00:00,5186.798261658227,5189.16710926126,5185.647305049988,5188.095894661475,140427
2025-10-03 17:00:00+00:00,5188.095894661475,5189.0180800719045,5185.665805997216,5187.460112272264,127777
2025-10-03 18:00:00+00:00,5187.460112272264,5187.750565967565,5186.600068083228,5187.4381557619,180968
2025-10-03 19:00:00+00:00,5187.4381557619,5191.862792852254,5187.1543290612035,5190.768988769603,188794
2025-10-03 20:00:00+00:00,5190.768988769603,5192.969700680863,5189.539508966668,5192.560561638119,129427
