timestamp,open,high,low,close,volume
2026-04-13 00:00:00+00:00,414.4226919258324,414.89381911183943,414.0954390696699,414.4226919258324,1257711
2026-04-13 01:00:00+00:00,414.4226919258324,414.87047584130835,413.56461644749015,413.9625214310691,1266483
2026-04-13 02:00:00+00:00,413.9625214310691,414.25217137904735,413.2219932360825,413.6081377994988,2328430
2026-04-13 03:00:00+00:00,413.6081377994988,413.9981925470783,413.0922736438388,413.48539779566255,1527494
2026-04-13 04:00:00+00:00,413.48539779566255,414.17502131080045,413.17896160158205,413.6499577890513,1943671
2026-04-13 05:00:00+00:00,413.6499577890513,414.2027050029477,413.0505758415498,413.43750326160153,1865745
2026-04-13 06:00:00+00:00,413.43750326160153,414.0305416504679,413.0986950467996,413.30114201305247,1070662
2026-04-13 07:00:00+00:00,413.30114201305247,414.1003974566208,412.7251471047258,413.62224138699094,1662367
2026-04-13 08:00:00+00:00,413.62224138699094,413.9724076742124,412.65284319035067,413.1269167361465,2008368
2026-04-13 09:00:00+00:00,413.1269167361465,414.5846058658962,412.5916918988919,414.12155481880285,1813711
2026-04-13 10:00:00+00:00,414.12155481880285,414.83885405681025,413.80269374599783,414.67708931984896,1012568
2026-04-13 11:00:00+00:00,414.67708931984896,415.6867305636396,414.39047631617683,415.34843923583605,2277580
2026-04-13 12:00:00+00:00,415.34843923583605,415.5113511712548,415.03269519975737,415.1464114727197,1042802
2026-04-13 13:00:00+00:00,415.1464114727197,415.7161110444441,414.73648425836785,415.52801008872655,1729459
2026-04-13 14:00:00+00:00,415.52801008872655,415.86731086218396,415.1665360759617,415.6847662154306,1336822
2026-04-13 15:00:00+00:00,415.6847662154306,417.2486879627066,415.30672709878564,416.7882145179916,1562014
2026-04-13 16:00:00+00:00,416.7882145179916,417.3807263126536,415.7711758203595,415.9479605629062,2847906
2026-04-13 17:00:00+00:00,415.9479605629062,416.63171495957664,415.54471591930997,416.2877693192508,2224486
2026-04-13 18:00:00+00:00,416.2877693192508,417.64148288783986,416.03618705569136,417.09872202343195,1685276
2026-04-13 19:00:00+00:00,417.09872202343195,417.66486884023453,416.8059048178301,417.20867839842754,2170923
2026-04-13 20:00:00+00:00,417.20867839842754,418.14061106771925,416.76517548884635,417.7579464326248,2852996
2026-04-13 21:00:00+00:00,417.7579464326248,418.2995884310454,416.84525757983465,417.3896210977749,2434058
2026-04-13 22:00:00+00:00,417.3896210977749,417.93611922914124,416.8225501147869,417.1501593751003,2159488
2026-04-13 23:00:00+00:00,417.1501593751003,417.648616614901,416.9332061737247,417.17440461839044,1538231
2026-04-14 00:00:00+00:00,417.17440461839044,418.01684353736556,416.8538075183524,417.63879518320954,3037548
2026-04-14 01:00:00+00:00,417.63879518320954,418.2773237930024,417.27273463363645,417.90766049942107,1888061
2026-04-14 02:00:00+00:00,417.90766049942107,418.27497786594944,417.4448868149159,417.9815557299095,1774033
2026-04-14 03:00:00+00:00,417.9815557299095,418.17590850049163,417.3129244893329,417.671883516536,3387081
2026-04-14 04:00:00+00:00,417.671883516536,418.2308113369413,416.93254155442366,417.3011939459146,1340375
2026-04-14 05:00:00+00:00,417.3011939459146,418.0418095403308,416.9335318233887,417.4910329839284,1265642
2026-04-14 06:00:00+00:00,417.4910329839284,418.14486249800365,417.0006532083079,417.93453547333723,2954344
2026-04-14 07:00:00+00:00,417.93453547333723,418.18957690848026,416.610576143324,417.15004737686,2487002
2026-04-14 08:00:00+00:00,417.15004737686,418.09035083468166,416.57262382832147,417.8102632857883,1950522
2026-04-14 09:00:00+00:00,417.8102632857883,418.37533520832915,416.81504589660545,417.41216687654247,2787556
2026-04-14 10:00:00+00:00,417.41216687654247,418.6679498437237,416.8924901767863,418.13669753712253,3135375
2026-04-14 11:00:00+00:00,418.13669753712253,418.79258412562643,417.74174579826655,418.21019901582054,955084
2026-04-14 12:00:00+00:00,418.21019901582054,419.08685842338355,418.07947565769746,418.49609958450816,2511184
2026-04-14 13:00:00+00:00,418.49609958450816,420.0775096250939,418.1991146123076,419.6548096840078,1550889
2026-04-14 14:00:00+00:00,419.6548096840078,419.8826543809845,419.48927326470806,419.71348437034385,2897403
2026-04-14 15:00:00+00:00,419.71348437034385,420.23510200746387,419.39853727020005,420.1104760181187,1890472
